"Gene","Description","Phenotype","Treated_OldMP_1","Untreated_OneTX_1","Treated_OldMP_2","Untreated_OneTX_2","Treated_OldMP_3","Untreated_OneTX_3","TreatedAvg","UntreatedAvg","FoldChange","padj"
"Tb927.4.2030","ALBA-Domain Protein (ALBA4)","overrepresented",137.416997978256,1.8101958692385,175.535423715389,14.0826917078067,181.358637683371,17.4170415444723,164.770353125672,11.1033097071725,32.9300373657327,5.3849810669187e-10
"Tb927.4.2900","hypothetical protein, conserved","overrepresented",60.9007150130907,1.8101958692385,81.0532420980894,1.56474352308963,50.1758897590658,6.53139057917713,64.043282290082,3.30210999050175,31.0417096016262,4.17549185399181e-06
"Tb927.4.3190","ubiquitin-conjugating enzyme e2, putative,ubiquitin carrier protein, putative,ubiquitin-protein ligase, putative","overrepresented",51.2190628828045,2.71529380385775,49.3993132313799,3.12948704617926,47.1532457976763,8.70852077223617,49.2572073039536,4.85110054075773,13.3543001995783,1.07211229298866e-06
"Tb927.4.3320","uracil phosphoribosyltransferase, putative","overrepresented",221.428753560417,1.8101958692385,193.760413062888,28.9477551771582,191.635627152095,8.70852077223617,202.274931258467,13.155490606211,50.3406914102623,2.32255146061287e-06
"Tb927.5.1570","zinc finger CCCH domain containing protein 12 (ZC3H12)","overrepresented",184.263701834479,0.905097934619249,212.465007393217,1.56474352308963,214.607721258655,7.61995567570665,203.778810162117,3.36326571113851,122.510272279528,4.89752132968039e-20
"Tb927.5.2650","L-galactonolactone oxidase,D-arabinonolactone oxidase (GAL/ALO)","overrepresented",36.8527403668959,6.33568554233474,35.4907687293409,1.56474352308963,42.921544251731,3.26569528958856,38.4216844493226,3.72204145167098,13.8804581729753,1.52007014081138e-05
"Tb927.5.3530","hypothetical protein, conserved","overrepresented",47.1590152152651,1.8101958692385,38.8480036091434,7.82371761544816,48.96683217451,6.53139057917713,44.9912836663062,5.38843468795459,12.8381509426394,9.26327964114999e-06
"Tb927.5.4020","hypothetical protein","overrepresented",39.3512312392278,0.905097934619249,29.7355089353937,6.25897409235853,48.3623033822321,9.79708586876569,39.1496811856179,5.65371929858116,17.7215250861812,0.000257645114350551
"Tb927.5.850","hypothetical protein, conserved","overrepresented",53.7175537551364,9.95607728081174,49.3993132313799,9.38846113853779,49.5713609667879,3.26569528958856,50.8960759844348,7.53674456964603,8.61219296156074,1.83742834187892e-06
"Tb927.6.1610","ribosomal RNA adenine dimethylase family protein, conserved","overrepresented",44.0359016248502,0.905097934619249,47.0012883172353,9.38846113853779,55.616648889567,3.26569528958856,48.8846129438841,4.51975145424853,23.5633470879164,1.41998657422596e-05
"Tb927.6.2490","hypothetical protein, conserved","overrepresented",21.5494837738628,0.905097934619249,23.5006441586176,2.34711528463445,32.6445547830067,6.53139057917713,25.8982275718291,3.26120126614361,12.9398914904254,0.00106943902058731
"Tb927.6.3000","fatty acid desaturase, putative,sphingolipid delta 4 desaturase, putative","overrepresented",86.8225578135344,4.52548967309624,93.0433666688127,14.8650634693515,105.792538648633,11.9742160618247,95.2194877103266,10.4549230680908,11.4264850799476,6.14348721336742e-09
"Tb927.6.830","hypothetical protein, conserved","overrepresented",22.1741064919458,0.905097934619249,30.6947189010516,3.91185880772408,22.3675653142824,5.44282548264761,25.0787969024266,3.41992740833031,12.1517519275857,0.000749890525729308
"Tb927.7.1760","hypothetical protein, conserved","overrepresented",54.0298651141779,0.905097934619249,62.3486477677611,12.5179481847171,73.752512657904,11.9742160618247,63.377008513281,8.46575406038701,23.611688545148,0.0035567897590969
"Tb927.7.200","hypothetical protein, conserved","overrepresented",124.612232257555,2.71529380385775,116.064405844601,8.60608937699297,112.44235536369,9.79708586876569,117.706331155282,7.03948968320547,23.6187198862474,2.69339406714527e-14
"Tb927.7.3360","farnesyl pyrophosphate synthase (FPPS)","overrepresented",16.552502029199,0.905097934619249,24.4598541242755,0.782371761544816,22.9720941065603,5.44282548264761,21.3281500866783,2.37676505960389,17.9241402755999,0.00121107029336907
"Tb927.7.3700","hypothetical protein, conserved","overrepresented",137.729309337297,2.71529380385775,103.594676291049,12.5179481847171,126.951046378359,13.0627811583543,122.758344002235,9.43200771564302,22.9059203174625,1.84910491568212e-09
"Tb927.7.3920","hypothetical protein, conserved","overrepresented",78.0778397603726,1.8101958692385,54.6749680424982,1.56474352308963,48.3623033822321,9.79708586876569,60.3717037283676,4.39067508703127,27.6701551582839,0.000113446795322718
"Tb927.7.4280","hypothetical protein, conserved","overrepresented",84.6363783002439,7.24078347695399,117.023615810259,24.2535246078893,123.323873624692,21.7713019305904,108.327955911732,17.7552033384779,7.39279091700901,3.04836530487471e-06
"Tb927.7.4390","threonine synthase, putative","overrepresented",89.0087373268248,0.905097934619249,75.2979823041422,14.8650634693515,100.351779518132,4.35426038611809,88.2194997163662,6.70814059669628,42.1512631464474,1.13445277449445e-05
"Tb927.7.4730","pumilio/PUF RNA binding protein 5","overrepresented",94.3180304305301,0.905097934619249,88.2473168405234,3.12948704617926,80.4023293729609,6.53139057917713,87.6558922146715,3.52199185332521,48.2387776944587,1.25149270335141e-11
"Tb927.7.5390","hypothetical protein, conserved","overrepresented",31.855758622232,0.905097934619249,36.9295836778277,3.91185880772408,43.5260730440089,9.79708586876569,37.4371384480229,4.87134753703634,16.3597000106315,0.000171878375411516
"Tb927.7.5720","hypothetical protein, conserved","overrepresented",142.726291081961,24.4376442347197,153.473594505258,14.8650634693515,128.764632755193,7.61995567570665,141.654839447471,15.6408877932593,11.0210736521209,1.11294384957697e-05
"Tb927.8.1320","hypothetical protein, conserved","overrepresented",196.443844837098,46.1599946655817,190.882783165915,35.2067292695167,192.844684736651,9.79708586876569,193.390437579888,30.387936601288,9.78712282511306,0.00386604832801582
"Tb927.8.1500","hypothetical protein, conserved","overrepresented",54.0298651141779,0.905097934619249,60.4302278364453,14.0826917078067,57.4302352664007,9.79708586876569,57.2967760723413,8.26162517039721,23.2827063225838,0.00149301980134866
"Tb927.8.1680","kinetoplastid kinetochore protein 12 (kkt12)","overrepresented",15.303256593033,0.905097934619249,25.4190640899334,6.25897409235853,23.5766228988382,3.26569528958856,21.4329811939349,3.47658910552211,9.39618179043601,0.00326725250007181
