"Gene","Description","Phenotype","Treated_TwoTX_1","Untreated_OldMP_1","Treated_TwoTX_2","Untreated_OldMP_2","Treated_TwoTX_3","Untreated_OldMP_3","TreatedAvg","UntreatedAvg","FoldChange","padj"
"Tb927.8.3820","hypothetical protein, conserved","overrepresented",1176.73164278117,18.7386815424894,904.119477956389,11.9901245707233,2528.74195304109,10.8815182610022,1536.53102459288,13.8701081247383,123.53032656253,3.3072030465827e-42
"Tb927.8.3970","oxidoreductase, putative","overrepresented",772.582596139073,76.8285943242067,429.073650555575,87.2881068748655,472.795945894368,82.2159157497946,558.150730863005,82.1108723162889,6.90739662762429,3.84150758531203e-12
"Tb927.8.4200","hypothetical protein, conserved","overrepresented",699.271838841205,109.308975664522,876.257552595638,99.2782314455888,1575.98648631456,113.651412948246,1050.5052925838,107.412873352785,9.69677656331745,1.88156304377627e-14
"Tb927.8.4840","kinesin, putative","overrepresented",31.95597112984,6.87084989891279,19.5033477525261,2.87762989697359,236.397972947184,3.62717275366741,95.9524306098501,4.45855084985126,25.5342306583276,5.18985896503002e-05
"Tb927.8.6570","hypothetical protein, conserved","overrepresented",588.365821390584,51.8436856008874,227.074691690125,49.8789182142089,544.431695272303,55.0121200972891,453.290736117671,52.2449079707951,8.59931269534248,8.16368710951562e-12
"Tb927.8.7790","hypothetical protein, conserved","overrepresented",947.400555849374,63.0868945263811,568.383277359333,73.8591673556554,1260.78918905165,74.3570414501819,925.524340753452,70.4343677774062,13.2229244066547,1.37402302330341e-14
"Tb927.9.10850","hypothetical protein, conserved","overrepresented",2126.01196163818,175.518983781318,1595.09522690303,190.882783165915,1755.0758597594,195.86732869804,1825.39434943353,187.423031881758,9.80988809883284,3.15472285429646e-38
"Tb927.9.10930","hypothetical protein, conserved","overrepresented",34721.102514075,272.023193725138,13786.0806684999,281.528124920583,91027.5467345414,244.83416087255,46511.5766390388,266.128493172757,182.800550231482,8.19109089530875e-31
"Tb927.9.15020","hypothetical protein, conserved","overrepresented",3364.77578367139,36.5404290078544,1324.83455090374,48.919708248551,5866.96787405284,49.5713609667879,3518.85940287599,45.0104994077311,79.1731461591015,5.87036007119951e-30
"Tb927.9.2160","hypothetical protein, conserved","overrepresented",1654.19144672113,134.918507105924,611.569261668497,126.615715466838,4319.63568748945,108.815182610022,2195.13213195969,123.449801727595,18.9292622522329,4.49985385492258e-09
"Tb927.9.2290","hypothetical protein, conserved","overrepresented",1018.83155013961,75.5793488880407,369.170511029959,82.4920570465762,630.394594525824,80.4023293729609,672.798885231796,79.491245102526,8.59867223023282,1.4177746012061e-06
"Tb927.9.3480","U5Cwc21 small nuclear ribonucleoprotein (CWC21)","overrepresented",2122.2524356229,152.095631853206,791.278680245345,162.106484196179,2335.32542972067,144.482381354419,1749.61884852964,152.894832467934,11.6660094821051,1.16117347552821e-12
"Tb927.9.3820","syntaxin, putative","overrepresented",5776.51172247049,336.047022328644,1926.65213869597,358.264922173212,4025.92911503992,317.982144738176,3909.69765873546,337.431363080011,11.7427297354906,6.69871105709893e-15
"Tb927.9.4930","divalent cation transporter, putative","overrepresented",1742.5403080801,103.687371201775,1349.91028372841,105.033491239536,2091.76388183569,100.351779518132,1728.07149121473,103.024213986481,16.8340719484694,6.61155439173247e-47
"Tb927.9.5220","conserved protein","overrepresented",16961.1016179145,275.458618674595,5811.99763025278,200.474882822493,22486.4617297337,285.942118747448,15086.520325967,253.958540081512,56.4017014578329,9.23418734815603e-33
"Tb927.9.7080","hypothetical protein, conserved","overrepresented",2240.67750510408,70.8946785024184,1698.18435073781,75.7775872869712,5014.50245645542,72.5434550733482,2984.45477076577,73.0719069542459,41.0466517690999,6.18954949961832e-25
"Tb927.9.7200","hypothetical protein, conserved","overrepresented",15295.6315931475,237.044321512491,8046.52404418506,226.373551895256,32916.6268391609,265.992668602277,18752.9274921645,243.136847336675,74.6073091165889,5.03151410385003e-35
"Tb927.9.7820","hypothetical protein, conserved","overrepresented",1421.10083377406,14.3663225159086,536.342063194468,13.908544502039,3094.66437312677,14.5086910146696,1684.03575669843,14.2611860108724,116.926079764299,7.58603447631734e-25
"Tb927.9.8100","nascent polypeptide associated complex subunit, putative","overrepresented",2032.0238112563,145.537093313335,743.913407132068,164.024904127495,1676.27653544367,133.600863093416,1484.07125127734,147.720953511415,10.3481691814693,5.60361920344489e-14
"Tb927.9.8130","nascent polypeptide associated complex subunit, putative","overrepresented",1956.83329095079,162.401906701575,713.265289235241,151.555174573942,1418.3878376831,130.578219132027,1362.82880595638,148.178433469181,9.20599798998691,3.27988301781102e-12
